gene id,name,3018_5139jL11HMBYSc6ab35_15_8_rem_of_zooids_StageA1to2,2372_5432b1_zooid_naive_stageAtoB,HISeq-Sample_944axbyd196-10,Hm9axByd196.6_4_219_2,2061_L11HMBY15xSC6ab_24_2_zooids,HISeq-Sample_bot_cDNA_15,2336_5139jL11HMBYSc6ab_15_9_vs_944axBYd196_6_4_101,2619_chimera_5432b_vs_5423b_zooid_StageA2,2626_chimera_5432b_vs_5423b_zooid_StageA2,2627_chimera_5432b_vs_5423b_zooid_StageA2,2662_HM9axBYd196_6_4_202_vs_944axBYd196_6_4_103,2390_chimera_L11HM9abld196_4_15_93_vs_944axbyd196_6_4_zooid_without_test,3562_5606b_vs_L11HMBY15xSC6ab_24_6
g42814.t1,115736827,12,17,2,10,4,0,3,11,10,16,13,12,14
g42815.t1,g42815,4,0,2,0,0,12,0,2,2,0,0,10,0
g42816.t1,g42816,44,2,0,28,8,20,2,14,4,18,6,40,9
g42817.t1,g42817,50,4,2,6,3,75,28,14,8,0,9,16,21
g42818.t1,g42818,8,4,0,2,2,2,0,4,0,0,0,4,0
g42819.t1,g42819,0,0,0,0,0,6,0,4,0,0,0,2,2
g4282.t1,g4282,288,72,27,48,12,101,125,368,127,241,37,150,204
g42820.t1,g42820,0,0,0,0,0,4,0,4,0,0,0,2,0
g42821.t1,g42821,34,16,27,16,12,40,22,167,20,61,112,187,138
g42822.t1,g42822,28,0,19,9,18,56,8,25,0,2,20,8,43
g42823.t1,g42823,13,158,10,14,6,18,6,16,32,12,8,32,2
g42824.t1,g42824,0,0,0,0,0,0,0,7,0,0,2,0,0
g42825.t1,KLK6,4,6,12,10,2,26,0,34,2,14,25,44,0
g42826.t1,g42826,6,0,0,0,0,8,0,0,0,2,1,7,0
g42827.t1,g42827,30,20,7,23,2,61,2,38,16,32,10,32,2
g42828.t1,TBK1,781,81,18,82,94,44,49,313,179,211,191,531,221
g42828.t2,TBK1,309,32,9,43,30,30,56,126,60,92,78,169,76
g42829.t1,g42829,10,18,2,2,0,4,10,0,2,4,2,2,0
g4283.t1,CHD8,176,55,50,62,104,148,59,162,68,94,101,249,282
g42830.t1,KCMF1,86,15,24,40,46,165,28,66,50,27,17,86,44
g42831.t1,g42831,16,25,4,10,6,109,6,27,38,19,14,12,39
g42832.t1,g42832,12,8,0,0,0,4,2,4,0,0,0,2,2
g42833.t1,Foxa2,30,98,74,161,198,94,0,26,6,8,12,30,13
g42834.t1,ERN1,42,0,44,40,31,97,20,68,6,45,62,159,159
g42835.t1,ZNF266,2,0,0,0,0,12,0,2,1,0,0,2,0
g42836.t1,g42836,0,0,0,0,0,0,0,0,0,0,0,0,0
g42837.t1,g42837,46,13,1,17,10,54,18,64,8,31,23,83,56
g42838.t1,g42838,64,28,2,2,18,112,26,26,16,59,16,118,28
g42839.t1,g42839,14,10,0,2,4,23,4,14,8,4,4,47,22
g4284.t1,Chd7,46,40,8,22,32,40,29,84,28,38,24,124,42
g42840.t1,g42840,82,42,6,30,22,337,20,34,14,24,26,54,82
g42841.t1,g42841,54,48,87,18,8,28,4,20,8,8,0,12,22
g42842.t1,Mllt3,0,0,0,0,0,1,0,0,2,0,0,0,0
g42843.t1,g42843,8,4,0,6,4,4,19,21,12,15,8,6,47
g42844.t1,198424089,243,252,19,201,93,244,171,302,110,214,242,627,333
g42845.t1,g42845,10,4,6,2,4,41,61,25,0,2,4,7,0
g42846.t1,PITRM1,148,110,65,34,14,176,42,252,74,98,18,114,6
g42847.t1,g42847,0,4,0,4,64,21,0,0,4,0,2,18,4
g42848.t1,Msantd3,0,4,0,6,4,0,0,8,0,16,2,9,4
g42849.t1,g42849,4,2,4,14,2,4,0,70,18,26,12,30,57
g4285.t1,g4285,10,6,0,4,2,14,2,3,2,10,6,6,11
g42850.t1,Ap1b1,431,229,157,187,190,163,124,455,208,239,332,459,433
g42851.t1,g42851,113,24,4,31,6,12,14,29,10,10,52,84,36
g42852.t1,TBL3,260,34,42,52,106,108,43,142,60,62,62,111,56
g42853.t1,g42853,8,14,2,0,2,39,7,13,4,12,0,2,0
g42854.t1,g42854,42,164,80,82,53,1175,7,188,36,127,34,170,100
g42855.t1,g42855,12,2,1,8,0,11,0,0,0,1,3,4,4
g42856.t1,g42856,8,0,2,4,0,15,5,2,0,0,2,9,2
g42857.t1,Pqbp1,12,8,20,4,42,16,28,16,6,2,30,24,35
g42858.t1,Dnaja3,52,34,14,25,16,6,16,25,12,56,16,13,37
g42859.t1,DNAJA3,30,16,11,22,34,34,24,92,10,43,38,59,62
g4286.t1,g4286,128,24,0,4,2,0,17,6,54,84,6,17,12
g42860.t1,g42860,2,4,0,4,2,6,4,2,0,4,6,2,6
g42861.t1,g42861,197,34,13,23,10,296,27,14,36,91,16,238,49
g42862.t1,g42862,200,229,50,80,116,105,11,220,104,127,105,266,229
g42863.t1,g42863,18,15,16,4,0,96,0,52,16,20,11,18,8
g42864.t1,ERN1,6,0,0,0,2,16,8,2,4,6,2,76,20
g42865.t1,g42865,2,14,0,0,0,20,0,0,0,0,0,0,0
g42866.t1,g42866,0,0,0,0,0,0,0,0,0,0,0,2,0
g42867.t1,g42867,56,21,0,5,6,23,22,29,9,17,19,43,10
g42868.t1,g42868,30,8,2,10,8,32,0,17,11,17,8,10,2
g42869.t1,g42869,36,0,0,1,0,22,0,10,2,6,0,10,4
g4287.t1,g4287,0,2,0,0,0,0,0,0,0,0,0,0,0
g42870.t1,SLC5A8,24,14,4,14,0,40,5,30,25,14,8,16,24
g42871.t1,g42871,12,4,0,20,0,2,6,23,2,10,0,6,6
g42872.t1,g42872,18,73,4,26,2,22,4,57,8,50,28,12,28
g42873.t1,g42873,16,24,36,20,6,229,16,36,34,40,14,59,39
g42874.t1,g42874,70,18,3,6,12,82,6,43,12,18,4,55,23
g42875.t1,g42875,14,2,0,0,0,8,0,12,0,2,0,0,0
g42876.t1,Pol,0,0,2,0,0,16,2,0,0,0,0,2,0
g42877.t1,g42877,48,48,0,7,12,28,15,25,28,10,4,44,26
g42878.t1,PLA2G4A,375,312,106,140,122,979,168,257,149,191,166,351,224
g42879.t1,Mblac1,2,10,4,2,4,6,0,2,0,0,6,0,0
g4288.t1,Ssr4,22,2,9,8,34,12,2,18,10,12,11,23,16
g42880.t1,Nsun4,20,18,4,0,35,2,0,7,4,6,2,6,8
g42881.t1,MFNG,28,47,4,14,15,22,24,67,14,10,35,65,23
g42882.t1,g42882,2,0,0,2,2,6,0,2,2,0,0,3,0
g42883.t1,WDR20,265,216,118,148,175,501,299,601,127,384,382,724,524
g42884.t1,g42884,256,85,16,76,10,213,78,139,28,40,30,220,83
g42885.t1,358341178,102,37,11,18,14,238,25,52,22,30,28,132,34
g42886.t1,Snx6,186,194,343,175,154,362,62,239,80,158,131,176,180
g42887.t1,EIF3D,150,88,26,79,282,130,29,182,104,82,48,75,132
g42888.t1,g42888,4,0,1,0,0,2,0,3,4,0,0,0,4
g42889.t1,g42889,4,0,0,0,0,5,2,11,6,2,1,4,5
g4289.t1,g4289,0,0,0,0,0,4,0,0,0,0,0,0,0
g42890.t1,VPRBP,6,0,0,0,0,8,0,0,2,0,0,0,0
g42891.t1,Vprbp,0,0,0,0,0,2,0,0,0,0,0,0,0
g42892.t1,Vprbp,0,0,0,0,0,0,0,0,0,0,0,0,0
g42893.t1,g42893,0,0,0,0,0,0,0,0,0,0,2,0,0
g42894.t1,g42894,72,4,71,30,16,92,0,77,10,30,106,56,97
g42895.t1,Ganab,14,2,17,14,13,51,4,64,43,13,10,60,52
g42896.t1,Ganab,319,381,88,151,274,255,29,465,247,250,63,256,299
g42897.t1,g42897,0,0,0,0,0,4,0,0,0,0,0,0,0
g42898.t1,g42898,8,29,1,6,4,17,11,30,10,12,11,16,9
g42899.t1,g42899,0,0,0,0,0,0,0,0,0,0,0,0,0
g429.t1,g429,12,22,1,0,0,20,2,8,8,11,10,16,12
g4290.t1,g4290,0,0,0,0,6,0,0,0,0,0,0,0,0
g42900.t1,g42900,6,0,0,1,0,1,2,1,0,2,0,2,6
g42901.t1,g42901,7,0,0,2,0,0,0,0,4,2,0,2,0
g42902.t1,g42902,0,0,0,0,0,2,0,2,0,0,0,0,0
g42903.t1,g42903,48,48,28,80,0,38,8,182,49,106,47,20,5
g42904.t1,HARBI1,20,0,0,0,0,13,0,2,0,0,0,18,0
g42905.t1,g42905,8,8,3,2,2,10,12,14,2,0,2,8,12
g42906.t1,Dcaf7,76,42,24,36,76,69,61,102,44,34,49,90,67
g42907.t1,g42907,4,2,1,10,17,2,2,2,0,4,2,0,2
g42908.t1,Rbm28,132,62,74,64,142,287,30,175,76,80,39,122,150
g42909.t1,g42909,4,4,0,0,0,4,0,0,0,0,0,0,0
g4291.t1,g4291,26,53,16,29,18,72,48,163,36,90,135,138,148
g42910.t1,C21orf56,26,46,0,2,2,242,2,24,40,4,0,18,0
g42911.t1,g42911,4,4,0,4,0,0,4,6,2,4,2,6,4
g42912.t1,g42912,999,236,576,262,42,5590,353,699,511,371,292,1020,1501
g42913.t1,WDR20,36,32,14,11,8,40,24,78,44,71,11,57,40
g42914.t1,g42914,18,10,6,4,0,42,4,20,0,6,0,60,23
g42915.t1,g42915,6,0,0,4,0,20,0,15,0,8,1,4,0
g42916.t1,g42916,48,13,13,15,1,125,1,65,13,27,22,59,7
g42917.t1,g42917,46,42,9,43,12,29,14,34,12,29,31,63,36
g42918.t1,g42918,4,2,0,2,3,0,5,6,2,1,5,21,10
g42919.t1,Pol,50,2,23,4,0,178,4,8,10,2,8,20,21
g4292.t1,g4292,2,2,0,2,0,8,0,0,0,0,0,0,0
g42920.t1,g42920,222,99,27,125,56,209,83,251,38,139,161,333,150
g42921.t1,g42921,48,73,6,16,4,34,16,56,18,32,8,75,32
g42922.t1,g42922,24,16,6,8,0,36,0,44,8,10,38,22,24
g42923.t1,g42923,18,30,5,10,14,22,9,49,4,21,45,72,36
g42924.t1,g42924,14,7,4,5,0,24,6,10,8,10,13,20,15
g42925.t1,RINT1,86,128,15,26,19,59,45,142,20,60,45,74,95
g42926.t1,g42926,4,10,0,4,0,2,0,3,0,0,0,0,0
g42927.t1,Pol,135,2,32,44,10,111,8,12,8,4,33,84,36
g42928.t1,g42928,4,0,0,0,0,0,0,4,0,2,0,0,0
g42929.t1,g42929,30,6,9,6,15,278,1,6,2,2,4,41,10
g4293.t1,g4293,0,0,0,0,0,2,0,0,0,0,1,6,2
g42930.t1,g42930,14,20,0,0,0,17,0,4,2,0,2,2,2
g42931.t1,g42931,32,0,0,2,2,3,10,2,4,2,3,15,6
g42932.t1,g42932,14,0,0,0,0,2,0,0,0,0,0,2,0
g42933.t1,g42933,9,4,0,0,0,8,0,0,2,0,0,4,0
g42934.t1,g42934,0,0,0,4,0,0,4,2,0,0,0,0,0
g42935.t1,SLC16A1,311,123,69,76,4,48,109,189,93,119,53,93,131
g42936.t1,g42936,2,18,0,4,6,12,0,14,0,18,3,21,11
g42937.t1,g42937,22,0,1,4,8,7,9,6,0,6,1,8,4
g42938.t1,KLHL5,36,0,9,0,14,24,10,14,6,4,11,24,20
g42939.t1,g42939,8,22,16,6,0,65,6,13,2,9,13,24,35
g4294.t1,g4294,14,0,0,2,4,4,0,6,4,6,0,4,3
g42940.t1,Epha7,2,18,0,2,0,8,0,8,2,24,4,6,18
g42941.t1,g42941,0,0,0,0,0,4,0,0,1,0,0,0,0
g42942.t1,g42942,0,1,0,0,0,2,0,0,0,0,0,0,0
g42943.t1,g42943,0,0,0,2,0,4,0,0,0,0,2,0,2
g42944.t1,g42944,93,10,0,0,10,4,6,6,10,7,12,58,33
g42945.t1,g42945,56,0,0,0,4,2,7,3,12,5,6,17,16
g42946.t1,g42946,63,0,0,0,0,10,4,0,6,11,3,18,6
g42947.t1,g42947,32,25,9,16,4,58,2,14,14,12,8,147,28
g42948.t1,g42948,4,0,0,0,0,13,0,0,0,2,0,10,0
g42949.t1,MRPL11,6,66,27,21,20,43,4,20,12,36,16,16,10
g4295.t1,g4295,132,136,136,32,190,350,36,219,94,82,75,216,192
g42950.t1,g42950,143,37,9,34,29,127,41,70,12,41,28,169,98
g42951.t1,g42951,4,0,0,0,2,13,0,1,0,0,0,8,3
g42952.t1,g42952,0,0,0,0,0,4,0,0,0,0,0,0,0
g42953.t1,g42953,2,2,0,1,0,2,4,0,0,0,0,2,0
g42954.t1,g42954,6,0,2,0,0,6,2,2,22,2,0,2,0
g42955.t1,SRSF7,210,38,30,173,147,16,218,201,74,133,73,129,206
g42956.t1,g42956,4,0,0,0,4,35,2,2,0,0,0,0,12
g42957.t1,g42957,24,10,10,8,4,88,25,16,2,10,8,98,48
g42958.t1,g42958,2,51,0,2,2,10,0,43,10,24,2,20,2
g42959.t1,198432055,16,34,4,4,0,26,0,14,17,29,2,38,12
g4296.t1,g4296,28,12,0,2,2,23,8,8,4,0,2,0,2
g42960.t1,g42960,28,5,21,4,5,91,7,21,4,2,10,54,24
g42961.t1,g42961,258,204,54,139,321,157,180,505,214,507,172,429,495
g42962.t1,Crocc,7712,4640,4223,930,96,4394,3754,9770,4162,5760,4242,7825,14105
g42963.t1,198419926,6,0,6,2,0,16,10,97,22,28,24,32,47
g42964.t1,g42964,4,2,0,6,0,18,16,8,4,0,0,16,4
g42965.t1,Zranb2,70,28,104,27,62,345,24,65,72,25,51,83,162
g42966.t1,g42966,61,0,2,4,55,12,2,0,0,0,0,2,6
g42967.t1,g42967,0,0,4,0,0,10,0,0,0,0,0,0,0
g42968.t1,g42968,50,0,0,0,0,12,14,0,4,0,2,51,16
g42969.t1,242004074,106,16,7,12,8,117,27,20,22,17,22,64,82
g4297.t1,g4297,0,0,0,0,20,48,0,41,20,50,0,19,38
g42970.t1,260804463,110,2,0,12,0,21,10,8,2,4,5,8,28
g42971.t1,Pol,418,90,79,65,38,609,102,167,49,76,95,289,224
g42972.t1,g42972,98,4,0,0,0,16,3,4,2,2,4,64,25
g42973.t1,68369926,356,14,11,32,2,98,59,50,12,6,8,103,73
g42974.t1,g42974,268,10,42,4,2,135,78,152,20,37,58,248,134
g42975.t1,g42975,333,126,137,48,0,257,122,232,42,139,78,213,165
g42976.t1,221114959,84,24,23,24,27,69,18,31,6,9,20,138,38
g42977.t1,Pol,42,10,2,14,4,129,6,24,5,2,9,40,21
g42978.t1,g42978,119,55,14,26,4,117,30,41,13,14,11,99,28
g42979.t1,g42979,8,0,4,4,0,6,0,0,4,0,1,26,2
g4298.t1,g4298,10,0,0,4,2,19,4,6,2,0,8,8,20
g42980.t1,Klhl12,0,2,0,0,2,90,0,2,2,0,0,2,2
g42981.t1,ENPEP,8,4,2,20,16,33,0,9,6,14,6,6,11
g42982.t1,Slc18b1,2,0,0,0,0,4,0,13,0,2,0,0,0
g42983.t1,Gnrhr,282,105,0,34,10,16,143,113,66,75,22,181,184
g42984.t1,g42984,10,0,0,2,0,0,0,20,0,0,0,6,4
g42985.t1,Lrrc48,208,104,103,26,12,266,80,296,62,174,211,248,204
g42986.t1,Nthl1,26,24,14,36,68,88,0,50,10,52,48,10,14
g42987.t1,B4galt6,10,0,0,3,2,5,0,2,2,10,2,8,0
g42988.t1,g42988,0,0,0,0,0,4,0,0,0,0,0,0,0
g42989.t1,g42989,2,0,0,0,0,0,0,0,0,0,0,2,0
g4299.t1,g4299,337,102,2,11,4,16,70,143,20,66,40,154,219
g42990.t1,Dnase1,2,12,19,148,0,54,0,0,2,10,0,8,0
g42991.t1,g42991,0,0,0,0,4,20,2,4,0,2,2,0,6
g42992.t1,g42992,4,0,7,14,2,58,2,26,0,16,4,18,42
g42993.t1,g42993,10,0,4,8,4,26,2,6,2,4,0,12,6
g42994.t1,g42994,33,14,3,12,2,24,12,16,6,8,6,45,16
g42995.t1,g42995,8,2,0,6,0,12,2,8,2,2,2,8,6
g42996.t1,198434327,60,28,61,164,0,183,8,4,20,6,0,28,0
g42997.t1,g42997,4,2,8,0,0,53,0,2,0,0,0,2,0
g42998.t1,g42998,2,0,0,0,0,7,0,0,0,0,0,0,0
g42999.t1,DYNC1H1,2,0,2,0,0,0,0,14,6,0,0,0,4
g43.t1,ELP2,4,12,1,0,12,8,2,18,2,16,8,6,4
g430.t1,g430,0,0,0,0,0,0,0,0,0,0,0,0,0
g4300.t1,g4300,4,26,17,12,0,18,2,57,4,18,9,50,27
g43000.t1,g43000,0,0,0,0,0,10,0,0,2,2,0,0,0
g43001.t1,C5orf54,45,39,2,61,0,104,4,15,4,10,12,30,10
g43002.t1,Pkd1,1256,969,77,116,87,508,844,1994,762,1440,364,2364,1453
g43003.t1,g43003,44,12,0,8,4,26,28,28,8,30,4,119,40
g43004.t1,g43004,836,326,23,36,24,75,253,634,223,458,124,187,149
g43005.t1,Pex13,76,28,48,38,90,154,10,74,34,49,38,26,67
g43006.t1,g43006,88,84,204,449,4,1673,6,203,62,171,118,225,64
g43007.t1,g43007,20,42,0,1,16,8,14,22,3,35,10,7,4
g43008.t1,Pol,18,6,4,0,8,54,4,10,4,6,8,12,10
g43009.t1,g43009,6,8,4,18,2,0,0,8,0,0,86,162,0
g4301.t1,g4301,4,0,0,0,0,8,0,2,0,0,2,4,0
g43010.t1,FREM2,4,0,2,2,0,8,4,13,8,16,3,44,22
g43011.t1,FREM2,62,8,18,8,28,48,6,143,44,54,48,139,107
g43012.t1,g43012,92,90,22,44,78,371,27,59,28,33,65,211,58
g43013.t1,313238376,29,60,20,30,4,71,1,51,18,66,27,40,27
g43014.t1,g43014,0,0,0,0,2,6,0,2,0,4,4,0,0
g43015.t1,IFLTD1,1679,958,453,224,26,655,645,1766,444,920,724,1471,1871
g43016.t1,g43016,2,0,0,0,4,0,0,0,0,2,0,0,0
g43017.t1,g43017,0,8,15,11,0,37,0,2,0,0,0,7,0
g43018.t1,g43018,14,0,0,4,0,6,0,2,0,0,0,11,0
g43019.t1,GALNT7,98,93,30,34,34,58,6,108,12,54,26,66,86
g4302.t1,RAB3GAP2,80,20,28,8,32,51,54,121,37,56,27,151,125
g43020.t1,g43020,74,65,25,52,13,227,45,77,14,46,28,121,51
g43021.t1,g43021,2,0,0,0,0,10,0,2,0,0,0,0,2
g43022.t1,g43022,0,4,0,0,0,0,0,4,0,0,0,0,0
g43023.t1,Lonrf3,489,94,12,381,99,146,349,105,117,329,66,361,495
g43024.t1,g43024,6,0,2,12,0,2,6,8,2,10,2,12,10
g43025.t1,g43025,0,0,6,2,6,2,0,2,4,0,22,4,11
g43026.t1,g43026,6,4,16,4,16,16,0,20,8,10,14,18,16
g43027.t1,g43027,0,2,0,0,0,16,0,2,0,8,0,4,4
g43028.t1,C5orf54,0,2,0,4,0,24,0,8,0,6,2,4,8
g43029.t1,g43029,0,2,2,0,2,0,0,0,0,0,0,0,0
g4303.t1,g4303,0,0,0,0,2,0,0,0,0,0,0,0,0
g43030.t1,Ptpn14,169,53,4,42,116,82,63,307,180,104,32,281,256
g43031.t1,g43031,66,0,0,28,3,2,29,46,14,14,6,50,40
g43032.t1,Rdh13,120,72,47,8,10,55,55,249,89,147,47,85,97
g43033.t1,Ccdc153,92,24,44,16,8,131,76,178,32,120,127,178,186
g43034.t1,EIF2B1,89,56,45,77,124,67,22,138,34,121,104,91,118
g43035.t1,g43035,16,44,16,2,0,60,12,56,14,34,55,37,38
g43036.t1,g43036,0,0,0,0,0,0,0,0,0,0,0,0,0
g43037.t1,Rab27a,18,10,80,14,18,44,22,89,30,41,64,164,152
g43038.t1,g43038,0,0,0,0,0,0,0,0,0,0,0,0,0
g43039.t1,g43039,0,0,0,0,0,0,0,0,0,0,0,0,0
g4304.t1,g4304,368,306,289,447,2,458,95,352,354,225,428,340,661
g43040.t1,g43040,23,6,0,8,16,20,2,9,0,0,0,24,8
g43041.t1,260824397,16,24,19,23,2,156,6,10,0,16,25,35,39
g43042.t1,193785025,16,2,4,2,4,3,0,9,6,18,1,4,2
g43043.t1,g43043,4,30,0,0,0,6,0,10,0,2,0,2,0
g43044.t1,Mapkapk5,278,146,65,72,57,211,145,163,96,95,102,157,181
g43045.t1,g43045,2,14,0,14,24,19,2,5,7,20,20,6,10
g43046.t1,g43046,9,10,0,8,0,34,0,14,2,5,0,0,0
g43047.t1,ZNF77,2,0,0,0,0,2,0,2,0,2,2,0,2
g43048.t1,RPLP0,1951,2816,105,146,261,474,163,1762,1041,1549,90,1337,192
g43049.t1,Slco4c1,2,0,2,8,2,6,4,6,4,0,0,1,2
g4305.t1,g4305,4,4,0,0,0,1,2,6,0,5,0,6,3
g43050.t1,Ldb3,140,101,83,46,35,95,44,132,54,44,81,54,89
g43051.t1,g43051,2,6,7,2,0,5,2,17,8,7,2,8,2
g43052.t1,g43052,23,30,4,20,2,50,19,48,6,52,10,29,10
g43053.t1,g43053,4,0,0,0,0,2,0,0,0,0,0,0,0
g43054.t1,g43054,8,7,9,8,2,356,2,14,6,2,2,0,2
g43055.t1,g43055,69,8,2,10,0,8,14,32,10,10,5,38,16
g43056.t1,198417239,26,6,4,18,39,75,14,28,12,10,16,16,20
g43056.t2,198417239,8,0,0,4,33,14,4,2,6,4,0,6,4
g43057.t1,TOMM20,40,128,9,103,166,26,2,46,30,41,48,26,46
g43058.t1,Pol,1175,142,95,265,8,300,296,99,34,87,208,178,24
g43059.t1,g43059,825,40,131,102,4,659,173,17,12,44,67,100,2
g4306.t1,g4306,0,0,0,0,0,0,0,0,0,0,0,0,0
g43060.t1,g43060,14,19,6,7,1,28,1,37,6,11,7,72,15
g43061.t1,Xiap,6,0,0,0,0,11,0,0,0,0,0,2,0
g43062.t1,g43062,48,4,2,16,0,4,2,3,6,0,0,14,16
g43063.t1,g43063,769,98,65,128,274,431,370,173,52,270,141,260,381
g43064.t1,198412051,109,25,55,96,78,374,42,63,38,17,180,558,520
g43065.t1,g43065,4,4,2,2,0,14,3,0,2,0,2,2,2
g43066.t1,g43066,2,2,12,4,11,4,15,15,0,22,14,15,15
g43067.t1,DHX15,187,158,210,159,581,522,97,224,122,74,222,167,300
g43068.t1,EIF3C,262,94,265,220,409,360,92,244,106,191,267,362,321
g43069.t1,g43069,2,22,8,15,10,24,6,89,22,57,4,13,26
g4307.t1,Notch2,71,106,44,30,4,213,30,150,94,70,26,140,127
g43070.t1,g43070,2,66,0,4,4,12,4,43,2,8,0,4,6
g43071.t1,g43071,28,12,20,10,2,32,30,143,16,18,88,142,202
g43072.t1,g43072,34,0,10,21,0,22,28,28,40,120,14,22,22
g43073.t1,g43073,14,2,3,0,2,4,8,15,2,4,8,2,4
g43074.t1,g43074,42,30,6,24,22,52,2,10,8,4,6,16,11
g43075.t1,SLC5A7,26,62,80,17,18,107,15,150,39,33,19,86,115
g43076.t1,g43076,5,0,2,0,0,5,0,4,0,0,0,0,0
g43077.t1,g43077,4,2,0,2,0,4,0,2,0,0,0,0,0
g43078.t1,PRSS48,92,116,69,124,8,96,31,321,186,399,98,233,135
g43079.t1,g43079,16,2,1,6,10,5,12,14,0,2,4,48,22
g4308.t1,Dnaaf3,325,159,309,153,162,595,135,257,124,170,121,280,301
g43080.t1,Zcwpw1,18,7,5,10,4,54,6,2,2,0,8,24,6
g43081.t1,g43081,0,0,0,0,0,0,0,2,0,0,0,0,0
g43082.t1,Cep120,20,2,0,4,14,0,0,24,0,8,12,2,2
g43083.t1,Klhl12,22,14,24,4,24,111,0,32,4,4,21,6,8
g43084.t1,g43084,40,18,19,38,0,72,36,29,10,54,30,52,38
g43085.t1,g43085,182,83,104,289,35,735,29,289,98,183,49,337,67
g43086.t1,g43086,1388,6765,10,344,21,53,906,1805,900,1499,449,1646,863
g43087.t1,g43087,70,57,63,12,20,273,73,148,45,56,38,153,90
g43088.t1,g43088,260,28,45,51,26,100,22,169,69,106,89,131,143
g43089.t1,g43089,32,0,0,0,0,16,6,4,0,9,2,6,0
g4309.t1,g4309,10,30,110,12,8,72,20,40,10,25,11,46,35
g43090.t1,SLC5A12,2,0,1,4,0,12,6,2,0,0,6,10,13
g43091.t1,g43091,0,3,0,0,0,8,2,4,0,0,0,4,0
g43092.t1,g43092,6,8,0,10,2,28,0,20,2,4,6,4,6
g43093.t1,g43093,32,38,9,8,6,64,6,11,13,22,17,39,33
g43094.t1,g43094,16,4,2,4,8,60,21,11,2,0,9,34,30
g43095.t1,g43095,32,16,10,26,23,99,29,35,6,18,34,49,39
g43096.t1,198412999,862,201,64,60,94,423,151,483,166,264,126,248,621
g43097.t1,PNLIP,14,10,12,10,0,30,0,8,8,4,0,0,2
g43098.t1,g43098,0,0,0,0,2,15,0,15,4,4,0,2,0
g43099.t1,g43099,2,10,4,0,0,4,0,2,0,0,0,0,0
g431.t1,Fat4,660,134,21,77,16,80,114,816,429,493,107,514,339
g4310.t1,g4310,22,6,16,24,10,32,8,95,18,26,10,61,66
g43100.t1,g43100,44,24,7,47,17,14,19,78,25,50,31,48,72
g43101.t1,g43101,569,62,188,21,6,273,103,721,121,509,294,187,553
g43102.t1,Rpl11,362,243,32,232,357,56,46,191,154,220,155,185,129
g43103.t1,PRMT3,10,6,38,20,160,132,6,12,12,0,25,22,55
g43104.t1,g43104,10,19,3,10,2,20,17,53,8,16,71,39,51
g43105.t1,g43105,62,89,16,12,12,53,38,220,22,82,351,126,248
g43106.t1,g43106,28,10,6,12,2,35,14,39,4,6,22,42,39
g43107.t1,Fras1,24,0,0,2,0,199,13,26,6,10,18,76,38
g43108.t1,g43108,6,4,0,5,0,52,16,22,0,6,2,16,16
g43109.t1,g43109,50,5,6,0,0,12,12,12,2,2,19,30,33
g4311.t1,Efhd2,136,126,612,126,38,993,229,221,88,116,130,159,208
g43110.t1,g43110,6,4,0,0,0,8,2,10,2,2,4,4,3
g43111.t1,MFSD6,38,12,27,12,8,24,24,52,22,24,22,52,65
g43112.t1,g43112,2,0,0,0,0,0,0,0,0,0,0,0,0
g43113.t1,g43113,85,10,33,99,1,41,62,25,16,8,63,93,113
g43114.t1,NBAS,570,234,369,423,540,743,168,729,261,300,416,1483,1101
g43115.t1,g43115,28,8,15,26,18,22,14,28,18,2,38,123,53
g43116.t1,Crocc,6214,4168,2539,452,50,3087,2304,10033,3834,5559,3455,9420,13036
g43117.t1,Crocc,834,224,103,13,5,41,104,774,402,393,184,835,1421
g43118.t1,Klhl3,32,14,10,84,36,32,15,94,6,66,37,52,78
g43119.t1,Klhl7,22,4,9,9,10,10,12,52,8,2,15,56,30
g4312.t1,g4312,28,16,10,14,18,60,15,52,4,13,42,83,48
g43120.t1,KLHL5,20,0,31,16,18,66,2,102,6,6,44,38,42
g43121.t1,g43121,14,8,0,20,0,52,0,9,8,2,5,4,0
g43122.t1,g43122,2,6,0,5,8,15,4,23,14,18,2,6,26
g43123.t1,g43123,3,13,0,0,0,4,4,18,3,10,0,8,4
g43124.t1,g43124,65,182,14,47,40,184,80,272,31,138,59,202,116
g43125.t1,g43125,0,2,0,0,4,18,0,0,0,0,0,6,0
g43126.t1,g43126,10,2,1,2,0,16,6,2,4,2,2,6,8
g43127.t1,g43127,4,19,0,2,6,29,5,22,2,2,9,16,3
g43128.t1,g43128,0,4,0,2,0,0,0,4,0,0,0,0,0
g43129.t1,g43129,66,388,46,116,189,32,26,155,90,166,137,341,141
g4313.t1,g4313,30,36,15,10,0,22,12,102,50,48,6,30,73
g43130.t1,g43130,30,8,5,20,12,3,28,36,15,20,12,62,25
g43131.t1,g43131,19,4,1,4,0,40,6,15,4,15,2,10,15
g43132.t1,C11orf88,40,14,2,0,0,14,4,15,4,12,8,16,2
g43133.t1,g43133,32,42,37,6,0,32,10,60,32,122,44,15,24
g43134.t1,g43134,10,0,0,0,0,4,0,0,2,0,0,0,2
g43135.t1,g43135,133,28,15,10,12,107,23,54,50,44,20,43,22
g43136.t1,g43136,2,0,0,2,0,0,0,0,2,0,6,12,6
